Title,Authors,Publisher,PublishedDate,ISBN,PageCount,Categories,AverageRating,RatingsCount,Language,TitleWordCount
What Was Ellis Island?,"Patricia Brennan Demuth, Who HQ",Penguin,2014-03-13,9780448479156,114,Juvenile Nonfiction,5.0,1,en,4
Once Upon a River,Diane Setterfield,Simon and Schuster,2018-12-04,9781501190230,496,Fiction,5.0,1,en,4
The Golem and the Jinni,Helene Wecker,Harper Collins,2013-04-23,9780062110855,426,Fiction,4.5,2,en,5
The Darker Side of Western Modernity,Walter Mignolo,Duke University Press,2011-12-16,9780822350781,452,History,5.0,1,en,6
Feeling Good Together,"David D. Burns, M.D.",Harmony,2008-12-30,9780767930901,290,Psychology,4.5,2,en,3
Eat Right 4 Your Type Complete Blood Type Encyclopedia,"Dr. Peter J. D'Adamo, Catherine Whitney",Penguin,2002-01-08,9781573229203,612,Health & Fitness,4.0,1,en,9
Tier One Wild,Dalton Fury,St. Martin's Press,2012-10-16,9781250018564,536,Fiction,3.0,2,en,3
Allegedly,Tiffany D. Jackson,HarperCollins,2017-01-24,9780062422668,219,Young Adult Fiction,5.0,1,en,1
The GenoType Diet,"Dr. Peter J. D'Adamo, Catherine Whitney",Harmony,2007-12-26,9780767928441,354,Health & Fitness,2.5,2,en,3
"Blood Type O Food, Beverage and Supplement Lists",Dr. Peter J. D'Adamo,Penguin,2002-01-08,9780425183090,116,Health & Fitness,3.0,1,en,8
Acute Heart Failure,"Alexandre Mebazaa, Mihai Gheorghiade, Faiez Zannad, Joseph E. Parrillo",Springer Science & Business Media,2009-12-24,9781846287824,922,Medical,1.0,1,en,3
Hypothyroidism And Hashimoto's Thyroiditis,"Sarfraz Zaidi, MD",Sarfraz Zaidi,2013-09-04,9781490915968,244,Medical,5.0,2,en,4
Hepatotoxicity,Hyman J. Zimmerman,Lippincott Williams & Wilkins,1999-01-01,9780781719520,850,Medical,5.0,7,en,1
The Instinct to Heal,David Servan-Schreiber,Rodale,2004-01-01,9781579549022,316,Health & Fitness,5.0,1,en,4
The Highly Sensitive Person,Elaine N. Aron,Kensington Publishing Corp.,2013-12-01,9780806536705,386,Self-Help,5.0,2,en,4
Technical Analysis,"Charles D. Kirkpatrick II, Julie R. Dahlquist",FT Press,2010-11-08,9780132599627,700,Business & Economics,5.0,1,en,2
Endocrinology,"S.S. Nussey, S.A. Whitehead",CRC Press,2001-06-15,9780203450437,382,Medical,3.0,1,en,1
Countertransference in the Treatment of PTSD,"John Preston Wilson, Jacob D. Lindy",Guilford Press,1994-03-10,9780898623697,442,Psychology,4.0,1,en,6
Sugar Sweet,Christine d'Abo,Lyrical Press,2018-08-07,9781516106646,217,Fiction,4.0,1,en,2
Game Programming Patterns,Robert Nystrom,Genever Benning,2014-11-03,9780990582915,353,Computers,5.0,2,en,3
blogdown,"Yihui Xie, Alison Presmanes Hill, Amber Thomas",CRC Press,2017-12-01,9781351108171,193,Business & Economics,4.0,1,en,1
It Happened One Summer,Tessa Bailey,HarperCollins,2021-07-13,9780063045668,333,Fiction,4.0,2,en,4
R in a Nutshell,Joseph Adler,"""O'Reilly Media, Inc.""",2010-01-04,9781449383046,636,Computers,5.0,2,en,4
Outline of a Theory of Practice,Pierre Bourdieu,Cambridge University Press,1977-06-02,9780521291644,260,Social Science,3.5,2,en,6
A Confederacy of Dunces,John Kennedy Toole,"Grove/Atlantic, Inc.",2007-12-01,9780802197627,414,Fiction,3.0,989,en,4
Perfectly Reasonable Deviations from the Beaten Track,Richard Phillips Feynman,Basic Books (AZ),2005-04-05,9780738206363,526,Biography & Autobiography,5.0,2,en,7
A Dog's Purpose,W. Bruce Cameron,Forge Books,2010-07-06,9781429960274,320,Fiction,4.5,64,en,3
Wiersbe's Expository Outlines on the New Testament,Warren W. Wiersbe,David C Cook,1992-01-01,9780896938489,872,Religion,5.0,1,en,7
The Phantom Tollbooth,Norton Juster,Yearling,1988-10-12,9780394820378,274,Juvenile Fiction,5.0,1,en,3
The History of White People,Nell Irvin Painter,W. W. Norton & Company,2011-04-18,9780393079494,512,History,4.5,3,en,5
Write Great Fiction - Plot & Structure,James Scott Bell,Penguin,2004-09-22,9781582976846,240,Language Arts & Disciplines,1.0,1,en,7
Mimi Lee Cracks the Code,Jennifer J. Chow,Penguin,2021-11-30,9781984805034,289,Fiction,4.0,1,en,5
Maniac Magee (Newbery Medal Winner),Jerry Spinelli,"Little, Brown Books for Young Readers",2014-01-28,9780316333504,166,Juvenile Fiction,4.0,18,en,5
Beware the Mermaids,Carrie Talick,Crooked Lane Books,2021-08-10,9781643858258,352,Fiction,5.0,1,en,3
The Shift,Dr. Wayne W. Dyer,"Hay House, Inc",2010-03-01,9781401927844,146,Self-Help,5.0,1,en,2
The Sound of Wings,Suzanne Simonetti,Simon and Schuster,2021-05-03,9781647420475,292,Fiction,5.0,1,en,4
Astrology for Beginners,William W. Hewitt,Llewellyn Worldwide,1992-01-01,9780875423074,316,"Body, Mind & Spirit",3.5,5,en,3
The Last Days According to Jesus,R. C. Sproul,Baker Book House Company,,9780801063404,260,Religion,5.0,1,en,6
Mean and Evil,"William W. Johnstone, J.A. Johnstone",Pinnacle Books,2022-09-27,9780786048717,337,Fiction,4.0,1,en,3
The Question of Palestine,Edward W. Said,Taylor & Francis,1980-01-01,9780710004987,265,Jewish-Arab relations,5.0,1,en,4
The Gift,"James Patterson, Ned Rust",Random House,2011-01-01,9780099543732,354,Brothers and sisters,5.0,1,en,2
Orson Welles,Orson Welles,Univ. Press of Mississippi,2002-01-01,9781578062096,318,Biography & Autobiography,4.0,3,en,2
Success Through A Positive Mental Attitude,"Napoleon Hill, W. Stone",Simon and Schuster,2009-12-01,9781439106914,309,Self-Help,2.0,1,en,6
Honey Girl,Morgan Rogers,Harlequin,2021-02-23,9781488077500,290,Fiction,5.0,1,en,2
Hypnosis,William Hewitt,Llewellyn Worldwide,,9780875423654,68,Hypnotism,5.0,1,en,1
Postmodern Geographies,Edward W. Soja,Verso,1989-01-01,9780860919360,276,Science,4.0,4,en,2
Freak the Mighty,Rodman Philbrick,Usborne Publishing Ltd,2015-04-01,9781409591054,140,Juvenile Fiction,4.0,17,en,3
She Drives Me Crazy,Kelly Quindlen,Roaring Brook Press,2021-04-20,9781250209160,198,Young Adult Fiction,4.0,1,en,4
Historical Dictionary of the Republic of Cameroon,"Mark Dike DeLancey, Rebecca Neh Mbuh, Mark W. Delancey",Scarecrow Press,2010-05-03,9780810873995,532,History,1.0,1,en,7
Hardy Boys 40: Mystery of the Desert Giant,Franklin W. Dixon,Penguin,1960-12-01,9781101076538,192,Juvenile Fiction,5.0,1,en,8
Impostor,Bruce R. Bartlett,Doubleday Books,2006-01-01,9780385518277,322,Conservatism,1.0,1,en,1
Fish Nutrition,Ronald W. Hardy,Elsevier,2002-04-23,9780080494920,839,Technology & Engineering,5.0,1,en,2
Diva Q's Barbecue,Danielle Bennett,Appetite by Random House,2016-04-26,9780147529930,536,Cooking,5.0,1,en,3
The Quiet American,Graham Greene,Open Road Media,2018-03-13,9781504052542,200,Fiction,4.0,1,en,3
Becoming Dr. Q,Alfredo Quiñones-Hinojosa,Univ of California Press,2011-10-01,9780520949607,328,Social Science,4.0,1,en,3
The Obsession,Jesse Q. Sutanto,"Sourcebooks, Inc.",2021-02-02,9781728215174,223,Young Adult Fiction,5.0,1,en,2
"Q, the Earliest Gospel",John S. Kloppenborg,Westminster John Knox Press,2008-10-03,9781611640588,182,Religion,5.0,1,en,4
The Q Continuum,Greg Cox,Simon and Schuster,2003-10-07,9780743491822,370,Fiction,1.0,1,en,3
The Snowy Day,Ezra Jack Keats,Penguin,2012-10-11,9780670013258,32,Juvenile Fiction,5.0,2,en,3
Social Q's,Philip Galanes,Simon and Schuster,2012-11-27,9781451605792,262,Cooking,5.0,1,en,2
Paper Towns,John Green,A&C Black,2013-01-01,9781408848180,321,Juvenile Fiction,4.5,3,en,2
Impractical Jokers,"Joseph Gatto, James S. Murray, Brian Quinn, Salvatore Vulcano",Dey Street Books,2020-05-15,9780062641205,256,Humor,5.0,1,en,2
1Q84,Haruki Murakami,Bond Street Books,2011-10-25,9780385669443,1342,Fiction,3.5,32,en,1
Q is for Quantum,John Gribbin,Simon and Schuster,2000-02-22,9780684863153,566,Science,4.0,2,en,4
Q,Quincy Jones,Crown,2002-10-08,9780767905107,474,Biography & Autobiography,3.0,1,en,1
One Last Stop,Casey McQuiston,St. Martin's Griffin,2021-06-01,9781250760333,364,Fiction,5.0,1,en,3
The Absent One,Jussi Adler-Olsen,Penguin,2012-08-21,9781101590928,462,Fiction,3.5,2,en,3
The Reformation,Patrick Collinson,Modern Library,2007-12-18,9780307432544,274,History,5.0,1,en,2
"Click, Clack, Quackity-Quack",Doreen Cronin,ABDO,2005-01-01,9781599610894,32,Juvenile Nonfiction,4.0,1,en,3
Beneath,Roland Smith,Scholastic Inc.,2015-01-27,9780545564885,237,Juvenile Fiction,4.5,3,en,1
Four Aunties and a Wedding,Jesse Q. Sutanto,Penguin,2022-03-29,9780593333068,305,Fiction,5.0,1,en,5
Star Trek: The Next Generation: Q&A,Keith R. A. DeCandido,Simon and Schuster,2007-09-25,9781416554691,325,Fiction,3.0,1,en,6
The Surface Breaks: a reimagining of The Little Mermaid,Louise O'Neill,Scholastic UK,2018-05-03,9781407186276,230,Juvenile Fiction,3.0,1,en,9
"Once a King, Always a King",Reymundo Sanchez,Chicago Review Press,2004-10-01,9781569762356,305,Biography & Autobiography,4.5,25,en,6
In the Hall of the Dragon King,Stephen Lawhead,Thomas Nelson,2011-05-30,9781418566180,385,Young Adult Fiction,5.0,5,en,7
Becoming Human: The Seven of Nine Saga,Various,Simon and Schuster,2010-06-15,9781451602630,452,Fiction,3.0,1,en,7
The True Story of Ah Q,Lu Hsun,ReadHowYouWant.com,2006-01-01,9781425015176,110,Biography & Autobiography,5.0,1,en,6
Valuing Wall Street,"Andrew Smithers, Stephen Wright",McGraw Hill Professional,2002-01-01,9780071387835,374,Business & Economics,5.0,1,en,3
Cold Pursuit,Carla Neggers,MIRA,2008-11-01,9781426823626,377,Fiction,3.0,1,en,2
Building Microservices,Sam Newman,"""O'Reilly Media, Inc.""",2015-02-02,9781491950333,281,Computers,4.0,2,en,2
The Shut Up and Shoot Documentary Guide,Anthony Artis,CRC Press,2014-03-14,9781136065903,399,Performing Arts,5.0,1,en,7
I MADE IT THROUGH THE Rain,DANIELLE,WestBow Press,,9781490720531,28,Biography & Autobiography,5.0,1,en,6
The Lies I've Told,J.L. Berg,J.L. Berg,2018-06-04,9780998391250,290,Fiction,5.0,1,en,4
IBM i 6.1 Technical Overview,"Jim Cook, Ahmed Mansour, Giancarlo Omati, Ana Flavia Pavan, Mark Roy, IBM Redbooks",IBM Redbooks,2009-12-16,9780738433608,518,Computers,1.0,1,en,5
What Have I Done?,Laura Dockrill,Random House,2020-04-23,9781473575226,293,Biography & Autobiography,5.0,1,en,4
I'll See You Again,Jackie Hance,Simon and Schuster,2014-03-04,9781476758008,288,Biography & Autobiography,5.0,1,en,4
I Like Myself!,Karen Beaumont,Houghton Mifflin Harcourt,2004-01-01,9780152020132,40,Juvenile Fiction,5.0,2,en,3
"I, Justine",Justine Ezarik,Simon and Schuster,2015-06-02,9781476791524,240,Biography & Autobiography,5.0,1,en,2
I Funny TV,"James Patterson, Chris Grabenstein",jimmy patterson,2015-12-14,9780316301107,307,Juvenile Fiction,5.0,2,en,3
I Thought It Was Just Me (but it Isn't),Brené Brown,Avery,2008-01-01,9781592403356,338,Psychology,4.0,1,en,9
I Should Be Writing,Mur Lafferty,Rock Point Gift & Stationery,2017-08-22,9781631063657,163,Language Arts & Disciplines,5.0,1,en,4
Factfulness,"Hans Rosling, Anna Rosling Rönnlund, Ola Rosling",Flatiron Books,2018-04-03,9781250123817,353,Science,4.5,6,en,1
I Funny,"James Patterson, Chris Grabenstein",jimmy patterson,2012-12-10,9780316206945,271,Juvenile Fiction,3.5,3,en,2
Why Am I Me?,Paige Britt,Scholastic Inc.,2017-08-29,9781338184983,40,Juvenile Fiction,3.0,1,en,4
My Shadow Is Purple,Scott Stuart,Larrikin House,2022-05-01,9781922804051,32,Juvenile Fiction,3.0,2,en,4
I Know This Much Is True,Wally Lamb,Cambridge University Press,1998-06-03,9780060391621,884,Fiction,4.0,39,en,6
I and Thou,Martin Buber,A&C Black,2004-12-09,9780826476937,110,Philosophy,5.0,4,en,3
Daring Greatly,Brené Brown,Penguin UK,2013-01-17,9780670923533,304,Business & Economics,5.0,1,en,2
I Want to Tell You,O. J. Simpson,Aspen Publishers,1995-01-01,9780316341004,240,African American football players,1.0,1,en,5
Not Your Typical Dragon,Dan Bar-el,Penguin,2013-02-07,9781101628423,40,Juvenile Fiction,5.0,1,en,4
Propertius in Love,Sextus Propertius,Univ of California Press,2002-06-03,9780520935846,315,Literary Criticism,5.0,1,en,3
P.S. I Still Love You,Jenny Han,Simon and Schuster,2015-05-26,9781442426757,352,Young Adult Fiction,4.5,8,en,5
"To Sir Phillip, With Love",Julia Quinn,Harper Collins,2009-10-13,9780061793066,392,Fiction,4.5,5,en,5
Tell Me Who I Am,Julia Navarro,PLAZA & JANÉS,2014-02-13,9788401343063,964,Fiction,5.0,1,en,5
A Three Dog Life,Abigail Thomas,Houghton Mifflin Harcourt,2007-01-01,9780156033237,197,Biography & Autobiography,4.0,5,en,4
The Gifts of Imperfection,Brené Brown,Simon and Schuster,2022-03-01,9781592859894,188,Self-Help,4.0,1,en,4
Lightlark (The Lightlark Saga Book 1),Alex Aster,Abrams,2022-08-23,9781647006310,508,Young Adult Fiction,5.0,1,en,6
I Am Jazz,"Jessica Herthel, Jazz Jennings",Penguin,2014-09-04,9780698176737,28,Juvenile Nonfiction,3.0,3,en,3
"The Nerdiest, Wimpiest, Dorkiest I Funny Ever",James Patterson,Random House,2018-05-03,9781473536326,266,Juvenile Fiction,5.0,1,en,7
"I, Tituba, Black Witch of Salem",Maryse Condé,One World/Ballantine,1994-01-01,9780345384201,260,Fiction,4.0,1,en,6
I See Satan Fall Like Lightning,René Girard,Gracewing Publishing,2001-01-01,9780852442906,228,Bible,4.0,3,en,6
"I, Me, Mine",George Harrison,Chronicle Books,2007-03-08,9780811859004,460,Biography & Autobiography,5.0,1,en,3
I Am the Cheese,Robert Cormier,Knopf Books for Young Readers,2013-03-19,9780307834287,113,Young Adult Fiction,5.0,2,en,4
"When I Stop Talking, You'll Know I'm Dead",Jerry Weintraub,Twelve,2010-04-07,9780446568937,221,Biography & Autobiography,3.0,39,en,8
Bob Frost – A Trail Of Pennies,Stephen J. Napolitano,Xlibris Corporation,2010-04-22,9781450065443,231,Self-Help,5.0,1,en,7
Nature Attacks! (I Survived True Stories #2),Lauren Tarshis,Scholastic Inc.,2015-09-29,9780545853408,182,Juvenile Nonfiction,5.0,1,en,7
The Little Book of I Love You,Sacha Goldberger,Chronicle Books,2005-12-29,9780811853620,134,Family & Relationships,5.0,1,en,7
Everything I Learned about Management I Learned from Having a Kindergartner,Tim Rymel,Ck Publishing,,9780985758004,192,Business & Economics,5.0,1,en,11
I Am the Weapon,Allen Zadoff,"Little, Brown Books for Young Readers",2014-05-13,9780316335409,239,Young Adult Fiction,5.0,1,en,4
It's Not My Fault I Know Everything (Dear Dumb Diary #8),Jim Benton,Scholastic Inc.,2013-08-27,9780545649469,154,Juvenile Fiction,5.0,1,en,11
"I, Spy","Daniel Ribacoff, Dina Santorelli",Macmillan,2016-02-09,9781250071354,242,Political Science,5.0,1,en,2
If I Ran the School,Bruce Lansky,Simon and Schuster,2014-04-08,9781481412278,55,Juvenile Fiction,5.0,1,en,5
"Algernon, Charlie, and I",Daniel Keyes,HarperCollins,2004-09-01,9780547564081,231,Biography & Autobiography,4.5,2,en,4
Fred's Big Feelings,Laura Renauld,Simon and Schuster,2020-01-14,9781534441231,38,Juvenile Nonfiction,5.0,1,en,3
Tacky the Penguin,Helen Lester,Houghton Mifflin Harcourt,1988-01-01,9780395562338,36,Juvenile Fiction,2.0,1,en,3
The Poet X,Elizabeth Acevedo,HarperCollins,2018-03-06,9780062662828,345,Young Adult Fiction,4.5,4,en,3
OS X Mountain Lion on Demand,Steve Johnson,Que Publishing,2012-08-08,9780133102260,1348,Computers,1.0,1,en,6
Generation X,Douglas Coupland,Macmillan,1991-01-01,9780312054366,200,Fiction,3.5,6,en,2
Xenocide,Orson Scott Card,Tor Books,2009-11-30,9781429963961,409,Fiction,4.0,109,en,1
Mathematical Analysis,"S. C. Malik, Savita Arora",New Age International,1992-01-01,9788122403237,920,Mathematics,4.5,8,en,2
Lemons,Melissa D. Savage,Crown Books For Young Readers,2017-01-01,9781524700126,322,Juvenile Fiction,5.0,2,en,1
The Joy of X,Steven Henry Strogatz,Houghton Mifflin Harcourt,2012-01-01,9780547517650,333,Mathematics,4.5,2,en,4
The Trident,"Jason Redman, John Bruning",Harper Collins,2013-11-05,9780062208330,337,Biography & Autobiography,4.0,1,en,2
Saint X,Alexis Schaitkin,Celadon Books,2020-02-18,9781250219589,356,Fiction,3.0,1,en,2
I Am Princess X,Cherie Priest,Scholastic Inc.,2015-05-26,9780545642743,242,Young Adult Fiction,5.0,1,en,4
Mac OS X Snow Leopard: The Missing Manual,David Pogue,"""O'Reilly Media, Inc.""",2009-10-08,9781449388782,907,Computers,5.0,3,en,8
The Dangerous Days of Daniel X,"James Patterson, Michael Ledwidge","Hachette Digital, Inc.",2008-07-21,9780316002929,179,Juvenile Fiction,4.0,4,en,6
How to Build Model Railroad Benchwork,Linn Hanson Westcott,Kalmbach Publishing Company,1996-01-01,9780890242896,84,Crafts & Hobbies,3.0,1,en,6
The Selfish Gene,Richard Dawkins,"Oxford University Press, USA",1989-01-01,9780192860927,372,Medical,4.5,76,en,3
The Nowhere Man,Gregg Hurwitz,Minotaur Books,2017-01-17,9781466876521,369,Fiction,5.0,1,en,3
Daniel X: Armageddon,James Patterson,jimmy patterson,2012-10-15,9780316215145,208,Juvenile Fiction,5.0,1,en,3
Welsh (Plural),"Darren Chetty, Grug Muse, Hanah Issa, Lestyn Tyne",Watkins Media Limited,2022-03-08,9781913462888,243,Social Science,5.0,1,en,2
The Holy Spirit,"John Bevere, Addison Bevere",Messenger International,2013-08-15,9781933185873,221,Religion,3.0,1,en,3
Blockchain Chicken Farm,Xiaowei Wang,FSG Originals,2020-10-13,9780374721251,256,Social Science,5.0,1,en,3
Stamped from the Beginning,Ibram X. Kendi,Bold Type Books,2016-04-12,9781568584645,594,History,5.0,2,en,4
Rework,"Jason Fried, David Heinemeier Hansson",Crown Currency,2010-03-09,9780307463760,290,Business & Economics,4.0,20,en,1
Eileen,Ottessa Moshfegh,Penguin,2015-08-18,9780698401624,274,Fiction,4.0,1,en,1
Dispatches,Michael Herr,Vintage,2011-11-30,9780307814166,274,History,5.0,2,en,1
Raising Trump,Ivana Trump,Simon and Schuster,2017-10-10,9781501177309,334,Biography & Autobiography,5.0,1,en,2
Nineteen Seventy-four,David Peace,Vintage Crime/Black Lizard,2010-03-16,9780307741646,322,Fiction,5.0,1,en,2
Cross-X,Joe Miller,Macmillan,2007-10-02,9780312426972,532,Education,5.0,1,en,1
Malcolm X,Manning Marable,Penguin,2011-04-04,9781101445273,737,Biography & Autobiography,3.5,16,en,2
Daniel X: Watch the Skies,"James Patterson, Ned Rust",jimmy patterson,2009-07-27,9780316072199,170,Juvenile Fiction,4.0,11,en,5
Fangirl,Rainbow Rowell,St. Martin's Griffin,2013-09-10,9781250030962,445,Young Adult Fiction,4.0,11,en,1
Annihilation,Jeff VanderMeer,FSG Originals,2014-02-04,9780374710774,209,Fiction,3.5,4,en,1
Sabrina & Corina,Kali Fajardo-Anstine,One World,2019-04-02,9780525511311,242,Fiction,4.0,1,en,3
Acceptance,Jeff VanderMeer,FSG Originals,2014-09-02,9780374710798,353,Fiction,4.0,2,en,1
Half of a Yellow Sun,Chimamanda Ngozi Adichie,Vintage Canada,2010-10-29,9780307373540,562,Fiction,4.5,4,en,5
Pretty Birds,Scott Simon,Random House,2005-05-03,9781588364630,376,Fiction,5.0,1,en,2
Apple Pro Training Series,Kevin M. White,Peachpit Press,2011-10-07,9780132778794,1032,Computers,1.0,1,en,4
Saint Pius X,Walter Diethelm,Ignatius Press,1994-01-01,9780898704693,174,Biography & Autobiography,4.0,1,en,3
I Left My Sneakers in Dimension X,Bruce Coville,Simon and Schuster,2007-05-08,9781416938828,198,Juvenile Fiction,4.0,1,en,7
Malcolm X,Walter Dean Myers,Harper Collins,2003-12-23,9780060562014,60,Juvenile Nonfiction,4.5,2,en,2
Spy School Project X,Stuart Gibbs,Simon and Schuster,2022-09-06,9781534479517,384,Juvenile Fiction,4.0,3,en,4
Principles and Interpretation of Chest X-rays,"P. A. Mahesh, B. Vidyasagar, B. S. Jayaraj",Orient Blackswan,2007-01-01,9788125030065,172,Chest,3.5,2,en,6
Daniel X: Lights Out,"James Patterson, Chris Grabenstein",jimmy patterson,2015-07-13,9780316207461,272,Young Adult Fiction,5.0,1,en,4
O,Omari Grandberry,Simon and Schuster,2008-06-17,9781439104224,132,Biography & Autobiography,4.5,6,en,1
Essentials of Glycobiology,"Ajit Varki, Maarten J. Chrispeels",CSHL Press,1999-01-01,9780879696818,694,Medical,4.0,1,en,3
Sarah Bishop,Scott O'Dell,Scholastic Inc.,1980-01-01,9780590446518,246,Juvenile Fiction,3.5,5,en,2
A Corpse in the Koryo,James Church,Macmillan + ORM,2006-10-17,9781429936552,294,Fiction,4.0,1,en,5
Julian Assange,Julian Assange,Canongate Books,2011-09-22,9780857863867,318,Biography & Autobiography,2.0,5,en,2
The Man with the Baltic Stare,James Church,Macmillan + ORM,2010-08-17,9781429938617,286,Fiction,3.0,1,en,6
What I Know For Sure,Oprah Winfrey,Flatiron Books,2014-09-02,9781250054074,241,"Body, Mind & Spirit",5.0,2,en,5
Undoing Perpetual Stress,Richard O'Connor,Penguin,2006-02-07,9780425207697,548,Self-Help,5.0,1,en,3
The O'Reilly Factor,Bill O'Reilly,Crown,2002-04-16,9780767911429,226,Political Science,5.0,1,en,3
People of the Morning Star,"W. Michael Gear, Kathleen O'Neal Gear",Macmillan,2014-05-06,9781466832299,503,Fiction,5.0,1,en,5
The Long Goodbye,Meghan O'Rourke,Penguin,2011-04-14,9781101486559,205,Biography & Autobiography,5.0,1,en,3
